,scene_breaks,has_caps,has_summ,soap_central,soapcentral_condensed,tvmega_recap,tvdb,n_scenes,n_lines,n_chars,n_chars_per_scene,duration_raw,duration,split,usable
bb-03-13-17,explicit,True,True,True,True,True,False,16,158,9,42.25,1166.849161,19m 26.85s,train,True
bb-03-14-06,explicit,True,True,True,True,True,True,8,146,5,46.375,1337.980227,22m 17.98s,val,True
bb-03-14-07,explicit,True,True,True,True,True,True,12,224,9,45.75,1344.481814,22m 24.48s,val,True
bb-03-14-17,explicit,True,True,True,True,True,False,38,252,16,36.44736842105263,1140.866032,19m 0.87s,train,True
bb-03-15-06,explicit,True,True,True,True,True,True,8,106,7,43.875,1337.980227,22m 17.98s,val,True
bb-03-15-17,explicit,True,True,True,True,True,False,28,283,13,40.142857142857146,1142.328889,19m 2.33s,train,True
bb-03-16-15,explicit,False,True,True,True,True,True,32,195,8,33.875,1169.751655,19m 29.75s,nelly-excluded,False
bb-03-17-14,explicit,True,True,True,True,True,True,13,162,12,46.84615384615385,1145.115283,19m 5.12s,train,True
bb-03-17-15,explicit,True,True,True,True,True,True,17,177,10,43.411764705882355,1143.211247,19m 3.21s,val,True
bb-03-18-14,explicit,True,True,True,True,True,True,17,143,10,41.8235294117647,1145.347483,19m 5.35s,train,True
bb-03-18-15,explicit,True,True,True,True,True,True,18,138,8,43.05555555555556,1144.418685,19m 4.42s,val,True
bb-03-19-07,explicit,True,True,True,True,True,False,12,168,8,46.416666666666664,1351.494240,22m 31.49s,val,True
bb-03-19-14,explicit,True,True,True,True,True,True,12,101,6,41.666666666666664,1169.751655,19m 29.75s,train,True
bb-03-20-06,explicit,True,True,True,True,True,True,11,128,6,43.54545454545455,1341.486440,22m 21.49s,val,True
bb-03-20-17,explicit,True,True,True,True,True,False,23,216,12,40.21739130434783,1141.121451,19m 1.12s,train,True
bb-03-21-06,explicit,True,True,True,True,True,True,13,145,7,42.07692307692308,1357.508209,22m 37.51s,val,True
bb-03-21-17,explicit,True,True,True,True,True,False,25,210,17,39.28,1136.013061,18m 56.01s,train,True
bb-03-22-06,explicit,True,True,True,True,True,True,11,115,7,41.45454545454545,1384.025397,23m 4.03s,val,True
bb-03-22-17,explicit,True,True,True,True,True,False,13,106,13,42.69230769230769,1136.036281,18m 56.04s,train,True
bb-03-23-06,explicit,True,True,True,True,False,True,13,50,11,35.76923076923077,1316.455329,21m 56.46s,train,True
bb-03-23-15,explicit,True,True,True,True,True,True,17,140,7,40.588235294117645,1143.025488,19m 3.03s,train,True
bb-03-23-16,explicit,True,True,False,False,True,False,18,158,9,43.0,1139.914014,18m 59.91s,train,True
bb-03-23-17,explicit,True,True,True,True,True,False,30,157,16,33.233333333333334,1143.397007,19m 3.40s,train,True
bb-03-24-06,explicit,True,True,True,True,True,True,12,142,10,46.25,1333.475556,22m 13.48s,val,True
bb-03-24-14,explicit,True,True,True,True,True,True,14,201,8,44.5,1144.279365,19m 4.28s,train,True
bb-03-24-15,explicit,True,True,True,True,True,True,13,152,8,46.07692307692308,1143.745306,19m 3.75s,train,True
bb-03-24-16,explicit,True,True,False,False,True,False,23,182,14,40.130434782608695,1142.027029,19m 2.03s,train,True
bb-03-24-17,explicit,True,True,True,True,True,False,20,156,11,41.3,1160.463673,19m 20.46s,train,True
bb-03-25-14,explicit,True,True,True,True,True,True,13,178,15,48.23076923076923,1140.378413,19m 0.38s,train,True
bb-03-25-15,explicit,True,True,True,True,True,True,16,201,7,42.875,1167.777959,19m 27.78s,train,True
bb-03-25-16,explicit,True,True,False,False,True,False,23,169,11,40.391304347826086,1140.958912,19m 0.96s,train,True
bb-03-26-14,explicit,True,True,True,True,True,True,9,173,11,48.333333333333336,1142.119909,19m 2.12s,train,True
bb-03-26-15,explicit,True,True,True,True,True,True,15,138,7,42.266666666666666,1140.146213,19m 0.15s,train,True
bb-03-27-06,explicit,True,True,True,True,True,True,12,145,9,45.916666666666664,1359.992744,22m 39.99s,val,True
bb-03-27-14,explicit,True,True,True,True,True,True,18,154,7,41.94444444444444,1166.733061,19m 26.73s,train,True
bb-03-27-15,explicit,True,True,True,True,True,True,26,177,11,36.23076923076923,1139.844354,18m 59.84s,train,True
bb-03-27-17,explicit,True,True,True,True,True,False,20,154,8,41.15,1166.686621,19m 26.69s,train,True
bb-03-28-06,explicit,True,True,True,True,True,True,12,161,8,44.0,1347.988027,22m 27.99s,train,True
bb-03-28-14,explicit,True,True,True,True,True,True,16,176,7,40.9375,1143.745306,19m 3.75s,train,True
bb-03-28-16,explicit,True,True,False,False,True,False,11,157,7,45.18181818181818,1141.005351,19m 1.01s,train,True
bb-03-28-17,explicit,True,True,True,True,True,False,21,145,8,39.95238095238095,1141.725170,19m 1.73s,train,True
bb-03-29-06,explicit,True,True,True,True,True,True,13,150,9,42.53846153846154,1337.980227,22m 17.98s,train,True
bb-03-29-16,explicit,True,True,False,False,True,False,19,197,8,43.26315789473684,1140.842812,19m 0.84s,train,True
bb-03-29-17,explicit,True,True,True,True,True,False,15,141,7,42.53333333333333,1142.421769,19m 2.42s,train,True
bb-03-30-06,explicit,True,True,True,True,True,True,8,106,8,46.375,1321.958458,22m 1.96s,train,True
bb-03-30-15,explicit,True,True,True,True,True,True,27,204,12,37.111111111111114,1163.064308,19m 23.06s,train,True
bb-03-30-16,explicit,True,True,False,False,True,False,19,203,11,43.578947368421055,1165.572063,19m 25.57s,train,True
bb-03-30-17,explicit,True,True,True,True,True,False,29,218,10,37.06896551724138,1141.655510,19m 1.66s,train,True
bb-03-31-06,explicit,True,True,True,True,True,True,8,133,9,46.625,1339.977143,22m 19.98s,train,True
bb-03-31-14,explicit,True,True,True,True,True,True,12,170,8,46.75,1143.257687,19m 3.26s,train,True
bb-03-31-15,explicit,True,True,True,True,True,True,13,177,7,47.92307692307692,1138.660136,18m 58.66s,train,True
bb-03-31-16,explicit,True,True,False,False,True,False,11,175,11,47.72727272727273,1140.448073,19m 0.45s,train,True
bb-03-31-17,explicit,True,True,True,True,True,False,17,136,11,42.88235294117647,1144.116825,19m 4.12s,train,True
bb-04-01-10,explicit,True,True,True,True,True,False,10,160,15,42.4,1182.685170,19m 42.69s,train,True
bb-04-01-14,explicit,True,True,True,True,True,True,16,186,12,46.1875,1145.254603,19m 5.25s,train,True
bb-04-01-15,explicit,True,True,True,True,True,True,18,136,9,39.94444444444444,1138.683356,18m 58.68s,train,True
bb-04-02-14,explicit,False,True,True,True,True,True,12,178,11,48.833333333333336,1141.887710,19m 1.89s,nelly-excluded,False
bb-04-02-15,explicit,True,True,True,True,True,True,13,197,9,46.38461538461539,1140.749932,19m 0.75s,train,True
bb-04-03-06,explicit,True,True,True,True,True,True,15,174,15,43.13333333333333,1323.955967,22m 3.96s,train,True
bb-04-03-14,explicit,True,True,True,True,True,True,14,154,9,45.785714285714285,1167.243900,19m 27.24s,train,True
bb-04-03-15,explicit,True,True,True,True,True,True,21,163,10,41.476190476190474,1141.609070,19m 1.61s,train,True
bb-04-03-17,explicit,True,True,True,True,True,False,15,219,7,43.93333333333333,1142.839728,19m 2.84s,train,True
bb-04-04-06,explicit,True,True,True,True,True,True,16,192,13,44.0625,1327.461587,22m 7.46s,train,True
bb-04-04-14,explicit,True,True,True,True,True,True,15,214,10,46.4,1142.514649,19m 2.51s,train,True
bb-04-04-16,explicit,True,True,False,False,True,False,17,183,12,41.529411764705884,1140.889252,19m 0.89s,train,True
bb-04-04-17,explicit,True,True,True,True,True,False,14,112,9,38.357142857142854,1140.796372,19m 0.80s,train,True
bb-04-05-06,explicit,True,True,True,True,True,True,12,136,9,44.333333333333336,1345.480272,22m 25.48s,train,True
bb-04-05-16,explicit,True,True,False,False,True,False,15,159,8,43.266666666666666,1165.479184,19m 25.48s,train,True
bb-04-06-06,explicit,True,True,True,True,True,True,15,200,14,43.8,1315.967710,21m 55.97s,train,True
bb-04-06-15,explicit,True,True,True,True,True,False,24,167,10,39.958333333333336,1140.424853,19m 0.42s,train,True
bb-04-06-16,explicit,True,True,False,False,True,False,14,153,7,42.357142857142854,1136.105941,18m 56.11s,train,True
bb-04-06-17,explicit,True,True,True,True,True,False,25,187,10,38.92,1143.768526,19m 3.77s,train,True
bb-04-07-14,explicit,True,True,True,True,True,True,16,247,9,45.75,1142.352109,19m 2.35s,train,True
bb-04-07-15,explicit,True,True,True,True,True,False,23,201,11,43.04347826086956,1166.500862,19m 26.50s,train,True
bb-04-07-16,explicit,True,True,False,False,True,False,9,176,6,50.0,1140.378413,19m 0.38s,train,True
bb-04-07-17,explicit,True,True,True,True,True,False,23,193,10,40.30434782608695,1164.387846,19m 24.39s,train,True
bb-04-08-14,explicit,False,True,True,True,True,True,14,169,7,45.142857142857146,1142.050249,19m 2.05s,nelly-excluded,False
bb-04-08-15,explicit,True,True,True,True,True,False,26,204,12,38.19230769230769,1140.146213,19m 0.15s,train,True
bb-04-08-16,explicit,True,True,False,False,True,False,10,152,5,44.6,1138.706576,18m 58.71s,train,True
bb-04-09-14,explicit,True,True,True,True,True,True,14,124,7,45.57142857142857,1143.559546,19m 3.56s,train,True
bb-04-09-15,explicit,True,True,True,True,True,False,14,180,9,47.07142857142857,1141.353651,19m 1.35s,train,True
bb-04-10-06,explicit,True,True,True,True,False,True,18,98,9,38.666666666666664,1512.663946,25m 12.66s,train,True
bb-04-10-14,explicit,True,True,True,True,True,True,8,229,5,47.125,1164.341406,19m 24.34s,train,True
bb-04-10-15,explicit,True,True,True,True,True,False,15,150,8,43.266666666666666,1141.214331,19m 1.21s,train,True
bb-04-10-17,explicit,True,True,True,True,True,False,16,138,8,42.9375,1139.101315,18m 59.10s,train,True
bb-04-11-06,explicit,True,True,True,True,True,True,14,156,12,44.285714285714285,1319.961542,21m 59.96s,train,True
bb-04-11-14,explicit,True,True,True,True,True,True,19,156,8,41.63157894736842,1141.446531,19m 1.45s,train,True
bb-04-11-17,explicit,True,True,True,True,True,False,19,154,11,38.8421052631579,1141.307211,19m 1.31s,train,True
bb-04-12-06,explicit,True,True,True,True,True,True,16,147,15,42.75,1380.519184,23m 0.52s,train,True
bb-04-12-16,explicit,True,True,False,False,True,False,19,153,13,41.421052631578945,1141.144671,19m 1.14s,train,True
bb-04-12-17,explicit,True,True,True,True,True,False,19,178,11,39.78947368421053,1138.985215,18m 58.99s,train,True
bb-04-13-06,explicit,True,True,True,True,True,True,12,141,14,43.833333333333336,1332.964967,22m 12.96s,train,True
bb-04-13-15,explicit,True,True,True,True,True,False,13,147,8,44.38461538461539,1140.540952,19m 0.54s,train,True
bb-04-13-16,explicit,True,True,False,False,True,False,20,139,9,37.6,1165.014785,19m 25.01s,train,True
bb-04-13-17,explicit,True,True,True,True,True,False,22,140,12,41.13636363636363,1168.056599,19m 28.06s,train,True
bb-04-14-06,explicit,True,True,True,True,False,True,20,166,11,35.8,1317.964626,21m 57.96s,train,True
bb-04-14-14,explicit,True,True,True,True,True,True,15,175,7,41.733333333333334,1140.448073,19m 0.45s,train,True
bb-04-14-15,explicit,True,True,True,True,True,False,14,228,8,47.785714285714285,1139.240635,18m 59.24s,train,True
bb-04-14-16,explicit,True,True,False,False,True,False,17,201,10,46.64705882352941,1166.872381,19m 26.87s,train,True
bb-04-14-17,explicit,True,True,True,True,True,False,27,148,11,37.48148148148148,1136.802540,18m 56.80s,train,True
bb-04-15-14,explicit,True,True,True,True,True,True,16,139,8,43.3125,1164.968345,19m 24.97s,train,True
bb-04-15-15,explicit,True,True,True,True,True,False,24,202,12,41.458333333333336,1139.287075,18m 59.29s,train,True
bb-04-15-16,explicit,True,True,False,False,True,False,16,192,7,43.875,1140.285533,19m 0.29s,train,True
bb-04-16-14,explicit,True,True,True,True,True,True,20,208,10,40.85,1141.980590,19m 1.98s,train,True
bb-04-16-15,explicit,True,True,True,True,True,False,20,208,9,44.3,1164.805805,19m 24.81s,train,True
bb-04-17-06,explicit,True,True,True,True,True,True,17,112,9,41.1764705882353,1330.967800,22m 10.97s,train,True
bb-04-17-14,explicit,True,True,True,True,True,True,22,140,12,41.36363636363637,1142.352109,19m 2.35s,train,True
bb-04-17-15,explicit,True,True,True,True,True,False,24,210,11,43.125,1142.328889,19m 2.33s,train,True
bb-04-17-17,explicit,True,True,True,True,True,False,20,118,9,41.05,1165.827483,19m 25.83s,train,True
bb-04-18-06,explicit,True,True,True,True,True,True,13,136,7,38.53846153846154,1329.969342,22m 9.97s,train,True
bb-04-18-14,explicit,True,True,True,True,True,True,20,141,11,40.85,1142.630748,19m 2.63s,train,True
bb-04-18-16,explicit,True,True,False,False,True,False,12,166,9,45.25,1140.540952,19m 0.54s,train,True
bb-04-18-17,explicit,True,True,True,True,True,True,47,161,11,31.595744680851062,1140.262313,19m 0.26s,train,True
bb-04-19-06,explicit,True,True,True,True,True,True,9,105,9,42.111111111111114,1326.463129,22m 6.46s,train,True
bb-04-19-17,explicit,True,True,True,True,True,True,17,141,9,40.8235294117647,1141.330431,19m 1.33s,train,True
bb-04-20-06,explicit,True,True,True,True,True,True,13,148,9,43.15384615384615,1439.590748,23m 59.59s,train,True
bb-04-20-15,explicit,True,True,True,True,True,False,18,182,11,40.388888888888886,1138.590476,18m 58.59s,train,True
bb-04-20-16,explicit,True,True,False,False,True,False,22,154,9,39.72727272727273,1139.983673,18m 59.98s,train,True
bb-04-20-17,explicit,True,True,True,True,True,True,17,198,7,42.470588235294116,1140.471293,19m 0.47s,train,True
bb-04-21-14,explicit,True,True,True,True,True,True,15,196,9,45.93333333333333,1166.106122,19m 26.11s,train,True
bb-04-21-15,explicit,True,True,True,True,True,False,14,297,8,47.714285714285715,1139.705233,18m 59.71s,train,True
bb-04-21-16,explicit,True,True,False,False,True,False,15,221,15,45.666666666666664,1141.609070,19m 1.61s,train,True
bb-04-21-17,explicit,True,True,True,True,True,True,22,177,6,40.04545454545455,1141.005351,19m 1.01s,train,True
bb-04-22-14,explicit,True,True,True,True,True,True,19,150,10,42.578947368421055,1142.282449,19m 2.28s,train,True
bb-04-22-15,explicit,True,True,True,True,True,False,18,191,8,45.5,1142.862948,19m 2.86s,train,True
bb-04-22-16,explicit,True,True,False,False,True,False,22,196,11,40.54545454545455,1141.353651,19m 1.35s,train,True
bb-04-23-14,explicit,True,True,True,True,True,True,13,208,16,48.23076923076923,1143.257687,19m 3.26s,train,True
bb-04-23-15,explicit,True,True,True,True,True,False,17,241,9,46.705882352941174,1143.814966,19m 3.81s,train,True
bb-04-24-06,explicit,True,True,True,True,False,True,6,49,8,43.833333333333336,1333.475556,22m 13.48s,train,True
bb-04-24-14,explicit,True,True,True,True,True,True,20,190,10,38.35,1141.516190,19m 1.52s,train,True
bb-04-24-15,explicit,True,True,True,True,True,False,21,190,10,41.61904761904762,1163.435828,19m 23.44s,train,True
bb-04-24-17,explicit,True,True,True,True,True,True,21,208,9,42.333333333333336,1141.794830,19m 1.79s,train,True
bb-04-25-06,explicit,True,True,True,True,True,True,13,140,8,41.30769230769231,1333.475556,22m 13.48s,train,True
bb-04-25-14,explicit,True,True,True,True,True,True,10,168,8,47.7,1142.862948,19m 2.86s,train,True
bb-04-25-16,explicit,True,True,False,False,True,False,18,162,11,43.611111111111114,1165.943583,19m 25.94s,train,True
bb-04-25-17,explicit,True,True,True,True,True,True,26,164,12,38.26923076923077,1165.827483,19m 25.83s,test,True
bb-04-26-06,explicit,True,True,True,True,True,True,12,108,8,43.166666666666664,1372.020680,22m 52.02s,test,True
bb-04-26-16,explicit,True,True,False,False,True,False,14,161,9,42.285714285714285,1141.121451,19m 1.12s,train,True
bb-04-26-17,explicit,True,True,True,True,True,True,22,198,9,38.36363636363637,1141.098231,19m 1.10s,test,True
bb-04-27-06,explicit,True,True,True,True,True,True,16,152,11,42.0625,1333.475556,22m 13.48s,test,True
bb-04-27-15,explicit,True,True,True,True,True,False,21,224,9,43.38095238095238,1142.027029,19m 2.03s,train,True
bb-04-27-16,explicit,True,True,False,False,True,False,13,137,7,43.23076923076923,1141.353651,19m 1.35s,train,True
bb-04-27-17,explicit,True,True,True,True,True,True,14,154,6,44.07142857142857,1139.635374,18m 59.64s,test,True
bb-04-28-06,explicit,True,True,True,True,True,True,22,159,11,36.59090909090909,1353.491156,22m 33.49s,test,True
bb-04-28-14,explicit,True,True,True,True,True,True,13,145,7,40.38461538461539,1143.257687,19m 3.26s,train,True
bb-04-28-15,explicit,True,True,True,True,True,False,14,189,9,44.92857142857143,1140.448073,19m 0.45s,train,True
bb-04-28-16,explicit,True,True,False,False,True,False,15,133,6,44.266666666666666,1142.119909,19m 2.12s,train,True
bb-04-28-17,explicit,True,True,True,True,True,True,23,217,13,39.04347826086956,1139.588934,18m 59.59s,test,True
bb-04-29-14,explicit,True,True,True,True,True,True,13,129,6,44.76923076923077,1167.568980,19m 27.57s,train,True
bb-04-29-15,explicit,True,True,True,True,True,False,15,205,12,45.333333333333336,1143.280907,19m 3.28s,train,True
bb-04-29-16,explicit,True,True,False,False,True,False,13,186,7,47.30769230769231,1166.802721,19m 26.80s,train,True
bb-04-30-14,explicit,True,True,True,True,True,True,18,179,12,45.166666666666664,1164.411066,19m 24.41s,train,True
bb-04-30-15,explicit,True,True,True,True,True,False,13,157,8,45.92307692307692,1171.377052,19m 31.38s,train,True
bb-05-01-06,explicit,True,True,True,True,True,True,12,166,10,44.916666666666664,1326.463129,22m 6.46s,test,True
bb-05-01-14,explicit,True,True,True,True,True,True,14,220,11,46.57142857142857,1144.186485,19m 4.19s,train,True
bb-05-01-15,explicit,True,True,True,True,True,False,16,132,7,40.8125,1145.417143,19m 5.42s,train,True
bb-05-01-17,explicit,True,True,True,True,True,True,31,117,11,32.32258064516129,1140.657052,19m 0.66s,test,True
bb-05-02-14,explicit,True,True,True,True,True,True,22,148,12,40.40909090909091,1143.722086,19m 3.72s,train,True
bb-05-02-16,explicit,True,True,False,False,True,False,19,164,7,42.526315789473685,1141.121451,19m 1.12s,train,True
bb-05-02-17,explicit,True,True,True,True,True,True,22,179,8,39.86363636363637,1166.059683,19m 26.06s,test,True
bb-05-03-06,explicit,True,True,True,True,True,True,12,199,9,45.083333333333336,1336.981769,22m 16.98s,test,True
bb-05-03-16,explicit,True,True,False,False,True,False,14,113,7,43.42857142857143,1141.353651,19m 1.35s,train,True
bb-05-03-17,explicit,True,True,True,True,True,True,23,209,10,37.91304347826087,1142.236009,19m 2.24s,test,True
bb-05-04-06,explicit,True,True,True,True,True,True,12,138,11,45.75,1385.023855,23m 5.02s,test,True
bb-05-04-15,explicit,True,True,True,True,True,False,14,151,6,44.785714285714285,1138.056417,18m 58.06s,train,True
